"2012.04.06 12:00 AM","image","201204060000.jpg",""
"2015.07.15 10:51 AM","image","201507151051.jpg",""
"2015.07.15 11:09 AM","image","201507151109.jpg","~2,667 meters above sea level"
"2015.10.23 06:55 PM","image","201510231855.jpg","The Arduino ""Hello World"""
"2016.01.14 07:30 AM","image","201601140730.jpg",""
"2016.01.23 12:46 PM","image","201601231246.jpg",""
"2016.03.25 05:26 PM","image","201603251726.jpg",""
"2016.04.08 11:54 PM","image","201604082354.jpg",""
"2016.04.26 01:56 PM","image","201604261356.jpg",""
"2016.06.03 08:59 AM","image","201606030859.jpg",""
"2016.06.18 08:49 PM","image","201606182049.jpg",""
"2016.06.23 11:05 AM","image","201606231105.jpg",""
"2016.06.27 08:22 PM","image","201606272022.jpg",""
"2016.06.30 11:19 PM","image","201606302319.jpg",""
"2016.07.18 01:05 PM","image","201607181305.jpg",""
"2016.07.25 11:41 AM","image","201607251141.jpg","chair lizard"
"2016.08.19 02:39 PM","image","201608191439.jpg",""
"2016.08.22 11:47 AM","image","201608221147.jpg",""
"2016.08.26 09:14 PM","image","201608262114.jpg",""
"2016.12.21 07:28 AM","image","201612210728.jpg",""
"2017.01.27 07:12 AM","image","201701270712.jpg",""
"2017.02.02 02:38 PM","image","201702021438.jpg",""
"2017.02.04 12:52 PM","image","201702041252.jpg",""
"2017.02.18 05:41 PM","image","201702181741.jpg",""
"2017.03.11 06:58 PM","image","201703111858.jpg",""
"2017.04.14 08:20 AM","image","201704140820.jpg",""
"2017.05.21 04:01 PM","image","201705211601.jpg",""
"2017.06.03 04:52 PM","image","201706031652.jpg",""
"2017.06.04 02:15 AM","image","201706040215.jpg",""
"2017.06.15 12:00 AM","image","201706150000.jpg",""
"2017.06.15 12:42 PM","image","201706151242.jpg",""
"2017.06.15 02:12 PM","image","201706151412.jpg",""
"2017.07.07 06:36 PM","image","201707071836.jpg",""
"2017.07.30 09:00 AM","image","201707300900.jpg",""
"2017.08.12 07:03 AM","image","201708120703.jpg",""
"2017.08.21 12:13 PM","image","201708211213.jpg",""
"2017.10.07 11:18 AM","image","201710071118.jpg",""
"2017.10.21 12:00 AM","image","201710210000.jpg",""
"2017.10.21 08:00 PM","image","201710212000.jpg",""
"2017.11.02 10:00 AM","image","201711021000.jpg",""
"2017.11.12 07:14 AM","image","201711120714.jpg",""
"2017.11.16 03:34 PM","image","201711161534.jpg",""
"2017.11.25 12:00 AM","image","201711250000.jpg",""
"2017.12.08 12:50 AM","image","201712080050.jpg",""
"2017.12.28 12:00 AM","image","201712280000.jpg",""
"2018.03.23 08:45 PM","text","squawk_201803232045.html","I'm not afraid of wasps. I let them into my home. I ask if they want anything to eat or drink. We'll play some Xbox. Never been stung"
"2018.03.24 11:33 AM","image","201803241133.jpg",""
"2018.03.30 03:40 PM","image","201803301540.jpg",""
"2018.04.07 10:48 AM","image","201804071048.jpg",""
"2018.05.22 12:00 AM","image","201805220000.jpg",""
"2018.06.03 08:36 AM","image","201806030836.jpg",""
"2018.06.03 08:57 AM","image","201806030857.jpg",""
"2018.06.20 11:08 AM","image","201806201108.jpg","chair lizard"
"2018.07.27 01:11 PM","image","201807271311.jpg",""
"2018.08.10 12:00 AM","image","201808100000.jpg","🧑‍🎓"
"2018.08.14 10:31 AM","image","20180814103113HDR.jpg",""
"2018.10.15 06:28 PM","image","20181015182833.jpg",""
"2018.10.21 09:54 AM","image","20181021095431.jpg",""
"2018.10.27 01:08 PM","image","201810271308.jpg",""
"2018.11.17 07:42 AM","image","20181117074209.jpg",""
"2018.11.29 10:57 AM","image","20181129105703.jpg",""
"2018.12.02 09:41 AM","image","20181202094121.jpg",""
"2018.12.02 09:56 AM","image","20181202095645.jpg",""
"2018.12.23 04:09 PM","image","20181223160929.jpg",""
"2018.12.31 07:00 PM","image","20181231190044.jpg",""
"2019.01.18 12:44 PM","image","20190118124406cropped.jpg",""
"2019.02.24 08:17 AM","image","20190224081757.jpg",""
"2019.03.05 06:53 AM","image","20190305065302.jpg",""
"2019.03.11 01:32 AM","text","squawk_201903110132.html","The good old days of naval warfare when armies of men would just swim at each other"
"2019.03.31 01:04 PM","image","20190331130457.jpg",""
"2019.04.06 08:55 AM","image","20190406085533.jpg",""
"2019.04.06 01:38 PM","image","20190406133800.jpg",""
"2019.04.19 01:57 PM","image","20190419135701.jpg",""
"2019.05.05 08:51 AM","image","20190505085107.jpg",""
"2019.05.17 01:40 PM","image","20190517134043.jpg",""
"2019.05.17 08:34 PM","image","20190517203413.jpg",""
"2019.05.26 06:30 PM","image","20190526183000.jpg",""
"2019.06.14 07:11 PM","image","20190614191134.jpg",""
"2019.06.16 10:27 AM","image","20190616102707.jpg",""
"2019.06.16 11:31 AM","image","20190616113120.jpg",""
"2019.06.24 09:38 AM","image","20190624093849.jpg",""
"2019.07.06 01:04 PM","image","20190706130430.jpg",""
"2019.07.10 06:44 AM","image","20190710064411.jpg",""
"2019.07.20 09:55 AM","image","20190720095512.jpg",""
"2019.07.28 03:43 PM","image","20190728154335.jpg",""
"2019.08.05 08:35 PM","image","20190805203518.jpg",""
"2019.08.10 10:41 AM","image","20190810104117.jpg",""
"2019.08.10 11:10 AM","image","20190810111020.jpg",""
"2019.08.17 08:44 AM","image","20190817084425.jpg",""
"2019.09.27 10:20 AM","image","201909271020.jpg",""
"2019.09.27 12:54 PM","image","20190927125459.jpg",""
"2019.09.29 05:56 PM","image","20190929175652.jpg",""
"2019.11.16 10:12 PM","image","20191116221233.jpg",""
"2019.11.23 11:29 AM","image","20191123112944.jpg",""
"2019.12.08 07:48 AM","image","20191208074824.jpg",""
"2019.12.22 05:19 PM","image","20191222171943.jpg",""
"2020.02.13 10:54 PM","image","20200213225437.jpg",""
"2020.03.22 02:25 PM","image","20200322142548.jpg",""
"2020.03.24 11:43 AM","image","20200324114318.jpg",""
"2020.04.17 12:08 PM","image","202004171208.jpg","Dionaea muscipula"
"2020.04.24 08:20 AM","image","202004240820.jpg","Magnolia tripetala"
"2020.04.26 09:21 AM","image","20200426092101.jpg",""
"2020.04.26 10:49 AM","image","20200426104957.jpg",""
"2020.04.26 01:36 PM","image","202004261336.jpg","View from a bay rim"
"2020.05.15 07:03 PM","text","squawk_202005151903.html","Article: <a class=""squawk_link"" href=""https://www.technologyreview.com/2018/09/13/140187/dont-just-ditch-facebook-start-your-own-social-media-site-instead/"">""Don't just ditch Facebook - start your own social media site instead""</a>"
"2020.05.16 01:15 PM","text","squawk_202005161315.html","test test hello world test test"
"2020.05.16 01:22 PM","text","squawk_202005161322.html","Ozone depletion has scientists searching for the other 25 zones"
"2020.07.20 07:35 AM","image","20200720073539.JPG",""
"2020.08.05 09:00 AM","image","P8050522.jpg",""
"2020.08.28 12:33 PM","image","20200828123341.jpg",""
"2022.01.12 10:26 PM","text","squawk_202201122226.html","Please enjoy this half-baked scroll/wall/feed, which more or less just serves as a personal scrapbook sort of thing"
